customer_id,mes,idade,regiao,plano,canal_aquisicao,tenure_meses,mensalidade,uso_horas,tickets_suporte,atraso_pagamento_dias,satisfacao,cancelou_prox_mes
85,2024-01,27,Norte,Plus,Indicacao,10,67.61,9.67,0,2,3.8,0
86,2024-01,58,Norte,Plus,Email,1,71.82,19.69,1,4,2.89,1
87,2024-01,56,Sudeste,Plus,Ads,9,74.69,23.95,0,4,4.13,0
88,2024-01,65,Sudeste,Premium,Ads,11,114.5,22.38,0,2,3.49,0
90,2024-01,24,Sudeste,Basico,Organico,10,38.86,14.26,1,2,3.79,0
91,2024-01,42,Nordeste,Basico,Organico,22,41.88,14.58,0,2,3.76,0
92,2024-01,39,Sudeste,Plus,Organico,9,68.69,20.36,0,1,3.9,0
93,2024-01,58,Sudeste,Basico,Email,2,42.63,12.17,0,3,2.68,0
94,2024-01,36,Centro-Oeste,Basico,Ads,21,40.31,17.76,1,2,3.45,1
95,2024-01,33,Nordeste,Basico,Parceria,12,40.1,25.17,0,4,4.14,0
96,2024-01,21,Sudeste,Premium,Indicacao,18,118.53,15.83,0,4,3.24,0
97,2024-01,58,Centro-Oeste,Basico,Organico,3,38.24,18.94,0,3,3.88,0
100,2024-01,38,Sul,Premium,Organico,8,121.32,19.15,0,3,3.79,0
102,2024-01,40,Sudeste,Basico,Organico,15,43.66,19.96,1,3,4.38,0
104,2024-01,25,Sul,Premium,Parceria,1,127.95,22.31,0,4,3.36,0
107,2024-01,29,Sudeste,Plus,Email,2,69.42,25.29,1,3,3.39,0
108,2024-01,61,Nordeste,Premium,Organico,14,119.28,23.61,0,0,3.7,0
109,2024-01,63,Norte,Basico,Ads,2,38.43,4.88,1,2,2.35,1
113,2024-01,27,Nordeste,Plus,Indicacao,17,62.94,20.41,0,0,3.64,0
115,2024-01,27,Nordeste,Basico,Parceria,20,38.36,15.85,0,3,3.7,0
118,2024-01,46,Sudeste,Plus,Ads,22,66.27,11.91,0,1,2.69,0
122,2024-01,22,Sudeste,Basico,Ads,8,37.74,19.57,0,0,4.14,0
123,2024-01,30,Norte,Premium,Parceria,20,114.54,22.36,0,0,3.2,0
126,2024-01,58,Sudeste,Premium,Indicacao,0,131.05,22.04,0,5,4.45,0
128,2024-01,48,Nordeste,Basico,Organico,24,39.86,21.64,0,4,3.4,0
130,2024-01,49,Sudeste,Plus,Ads,23,68.88,15.07,0,0,3.3,0
134,2024-01,54,Centro-Oeste,Basico,Indicacao,1,42.28,11.48,1,0,3.53,0
135,2024-01,47,Sudeste,Basico,Email,21,46.13,11.57,2,1,2.93,0
136,2024-01,20,Norte,Basico,Ads,23,37.92,11.53,1,0,2.67,1
137,2024-01,52,Sul,Basico,Ads,10,36.88,6.69,0,0,3.12,1
139,2024-01,53,Sudeste,Basico,Organico,18,38.85,19.03,0,2,3.55,0
141,2024-01,60,Sudeste,Basico,Indicacao,14,40.68,15.47,1,0,3.49,0
142,2024-01,34,Sudeste,Premium,Organico,4,117.89,32.41,0,3,4.06,1
143,2024-01,62,Sul,Basico,Ads,16,39.63,13.44,0,4,3.5,0
144,2024-01,58,Sudeste,Basico,Organico,5,38.22,15.75,0,4,4.32,0
145,2024-01,33,Sudeste,Plus,Organico,6,60.7,15.89,1,3,3.71,1
146,2024-01,41,Nordeste,Premium,Ads,24,128.66,29.58,0,4,4.31,0
147,2024-01,43,Centro-Oeste,Basico,Organico,1,38.46,19.74,0,3,3.73,0
150,2024-01,58,Norte,Basico,Parceria,11,39.93,19.12,0,0,3.67,0
154,2024-01,61,Sudeste,Basico,Organico,9,39.39,4.44,0,3,3.21,0
156,2024-01,46,Sudeste,Plus,Ads,1,74.44,15.62,0,3,3.65,0
157,2024-01,23,Nordeste,Basico,Organico,22,39.48,18.03,1,3,3.67,0
158,2024-01,58,Sudeste,Basico,Parceria,13,40.88,11.34,0,1,3.32,1
160,2024-01,34,Sudeste,Basico,Organico,18,44.74,5.27,1,2,2.93,0
161,2024-01,45,Nordeste,Plus,Organico,6,71.53,16.65,0,4,4.08,0
163,2024-01,58,Nordeste,Premium,Parceria,18,122.48,25.29,1,5,3.29,0
164,2024-01,43,Norte,Premium,Organico,4,123.06,16.1,0,7,3.72,0
165,2024-01,42,Sudeste,Premium,Email,15,121.22,24.57,0,1,3.55,0
166,2024-01,23,Centro-Oeste,Premium,Parceria,2,129.77,19.66,1,4,3.6,0
167,2024-01,19,Sudeste,Basico,Parceria,14,40.1,19.19,1,0,4.28,0
169,2024-01,65,Nordeste,Basico,Organico,21,41.61,6.02,0,4,3.39,0
174,2024-01,26,Sul,Basico,Organico,17,42.39,10.57,1,2,3.65,0
176,2024-01,34,Norte,Basico,Email,0,37.52,11.12,0,0,2.9,0
179,2024-01,30,Sul,Plus,Parceria,0,67.37,16.23,0,1,3.61,0
180,2024-01,19,Sudeste,Plus,Ads,9,66.67,26.0,0,1,4.46,0
181,2024-01,47,Sul,Basico,Indicacao,20,38.58,12.5,1,0,3.32,0
182,2024-01,62,Sul,Basico,Parceria,20,37.54,12.95,3,5,2.7,0
183,2024-01,51,Sudeste,Basico,Indicacao,8,41.49,9.85,0,1,3.1,0
185,2024-01,38,Sudeste,Plus,Organico,3,75.97,17.48,0,1,3.76,0
186,2024-01,32,Sudeste,Basico,Organico,4,37.37,3.7,1,2,2.8,1
187,2024-01,24,Centro-Oeste,Premium,Ads,14,113.06,24.03,1,1,3.53,0
188,2024-01,46,Norte,Basico,Ads,1,38.89,12.59,0,1,3.5,0
194,2024-01,51,Sudeste,Basico,Indicacao,7,41.55,18.88,0,2,3.6,0
196,2024-01,48,Nordeste,Basico,Ads,9,43.65,14.83,0,2,4.0,0
197,2024-01,52,Sudeste,Plus,Organico,19,74.08,16.03,0,2,3.01,1
198,2024-01,65,Sul,Premium,Parceria,7,129.16,15.83,1,3,3.23,0
199,2024-01,56,Nordeste,Premium,Email,19,126.77,27.37,0,4,3.62,0
200,2024-01,47,Nordeste,Basico,Indicacao,20,37.24,16.96,1,1,3.59,0
203,2024-01,65,Sudeste,Basico,Ads,15,40.62,12.39,1,2,2.89,0
205,2024-01,49,Norte,Premium,Ads,22,120.39,25.84,0,5,3.48,0
206,2024-01,61,Nordeste,Premium,Email,13,129.18,16.97,0,2,3.51,0
208,2024-01,52,Sudeste,Basico,Ads,12,39.49,21.01,0,0,3.34,0
211,2024-01,47,Sudeste,Basico,Parceria,22,38.79,13.2,0,0,3.5,0
212,2024-01,55,Sudeste,Basico,Ads,23,43.23,9.54,0,0,2.85,0
214,2024-01,59,Sudeste,Basico,Parceria,3,42.68,16.89,0,1,3.9,1
215,2024-01,21,Sudeste,Premium,Ads,3,117.07,16.89,0,5,3.14,0
216,2024-01,23,Sudeste,Basico,Indicacao,5,40.69,15.68,0,0,3.06,0
217,2024-01,42,Nordeste,Premium,Ads,6,126.3,21.92,1,7,3.75,0
219,2024-01,56,Sul,Plus,Indicacao,0,73.96,20.6,0,2,3.58,0
220,2024-01,39,Centro-Oeste,Basico,Parceria,18,41.23,10.99,0,0,4.04,0
223,2024-01,64,Sudeste,Basico,Indicacao,20,41.1,18.0,0,2,3.69,0
224,2024-01,49,Sul,Premium,Ads,9,115.75,22.52,0,2,3.53,0
227,2024-01,23,Norte,Basico,Ads,19,42.53,16.18,0,1,3.85,0
228,2024-01,65,Sudeste,Basico,Parceria,23,39.28,17.74,0,0,3.42,1
229,2024-01,25,Sudeste,Basico,Organico,0,44.03,3.38,0,0,3.03,1
230,2024-01,31,Nordeste,Basico,Ads,5,38.89,9.9,0,0,2.94,0
232,2024-01,53,Centro-Oeste,Plus,Organico,3,73.06,21.97,0,3,3.99,0
234,2024-01,53,Sudeste,Basico,Organico,15,39.92,12.38,1,0,4.2,0
235,2024-01,48,Sul,Basico,Parceria,6,42.25,16.73,0,3,3.56,0
236,2024-01,34,Sudeste,Premium,Indicacao,19,121.56,30.52,0,2,4.44,0
237,2024-01,18,Sudeste,Basico,Parceria,0,41.65,9.01,1,1,3.46,0
238,2024-01,23,Sudeste,Basico,Organico,17,39.53,19.46,1,0,4.09,1
239,2024-01,32,Norte,Basico,Ads,4,40.2,10.71,0,0,3.7,0
240,2024-01,19,Nordeste,Plus,Indicacao,10,82.73,13.71,0,3,4.05,0
241,2024-01,42,Sudeste,Plus,Organico,17,72.3,10.72,0,0,2.84,1
242,2024-01,55,Sudeste,Plus,Organico,20,60.49,13.25,1,3,3.41,0
243,2024-01,64,Nordeste,Plus,Organico,3,73.06,23.31,1,3,3.62,0
245,2024-01,60,Sudeste,Premium,Indicacao,16,117.51,21.28,0,2,3.54,0
246,2024-01,65,Sul,Basico,Indicacao,7,37.0,16.82,0,0,3.95,0
247,2024-01,59,Sudeste,Plus,Indicacao,15,64.0,23.5,0,1,3.87,0
249,2024-01,33,Centro-Oeste,Premium,Ads,7,120.04,19.02,0,2,4.35,0
251,2024-01,29,Sudeste,Basico,Indicacao,14,34.55,14.45,0,5,4.15,0
252,2024-01,37,Sul,Basico,Organico,21,42.08,10.01,0,0,3.26,0
253,2024-01,21,Sudeste,Basico,Parceria,0,42.05,15.6,0,0,3.51,0
259,2024-01,43,Norte,Plus,Email,9,73.55,23.84,1,0,3.04,1
260,2024-01,56,Sudeste,Basico,Email,6,38.94,8.98,0,4,3.36,0
261,2024-01,30,Nordeste,Plus,Ads,19,69.35,20.16,0,3,3.98,0
262,2024-01,62,Sudeste,Plus,Organico,6,64.99,21.76,0,1,2.91,0
263,2024-01,39,Nordeste,Basico,Organico,9,37.46,14.93,0,2,4.26,0
264,2024-01,57,Nordeste,Premium,Organico,23,119.7,26.75,0,3,3.37,0
265,2024-01,29,Sul,Basico,Organico,16,38.27,22.1,0,4,3.74,0
266,2024-01,19,Nordeste,Basico,Organico,2,38.5,12.66,0,0,3.49,0
267,2024-01,20,Nordeste,Plus,Email,9,79.54,18.14,0,2,3.76,0
269,2024-01,63,Nordeste,Basico,Organico,4,38.83,13.19,0,2,4.0,0
272,2024-01,23,Nordeste,Plus,Indicacao,23,76.73,19.11,0,1,3.47,0
273,2024-01,62,Norte,Premium,Indicacao,16,136.67,28.65,0,5,4.18,0
275,2024-01,54,Sudeste,Plus,Indicacao,2,63.41,16.93,0,0,4.03,0
276,2024-01,52,Centro-Oeste,Basico,Ads,12,41.67,23.34,0,1,3.89,0
277,2024-01,49,Nordeste,Premium,Indicacao,3,115.82,21.34,0,3,3.02,0
279,2024-01,18,Sul,Plus,Ads,8,76.2,20.29,0,2,3.74,0
280,2024-01,59,Sul,Basico,Ads,23,36.65,9.6,1,3,2.77,0
281,2024-01,53,Norte,Plus,Organico,11,74.48,20.85,0,2,3.46,0
286,2024-01,20,Centro-Oeste,Plus,Parceria,20,75.18,18.66,0,1,3.79,0
287,2024-01,61,Norte,Basico,Ads,13,41.06,15.13,0,4,3.89,0
288,2024-01,29,Centro-Oeste,Basico,Indicacao,22,37.74,12.98,1,1,3.17,1
289,2024-01,22,Sudeste,Basico,Parceria,24,39.14,18.74,1,2,3.39,0
292,2024-01,59,Norte,Plus,Ads,18,70.98,21.04,1,4,3.58,0
294,2024-01,18,Norte,Plus,Indicacao,2,73.13,23.82,0,2,3.22,0
295,2024-01,63,Sul,Basico,Email,22,42.41,11.22,0,2,3.3,0
298,2024-01,50,Sudeste,Plus,Organico,1,73.0,12.83,1,4,3.67,0
300,2024-01,19,Sudeste,Basico,Indicacao,8,42.14,8.95,0,0,3.9,0
302,2024-01,37,Nordeste,Basico,Indicacao,6,44.72,15.02,1,3,3.7,1
304,2024-01,60,Sudeste,Basico,Indicacao,22,40.01,16.73,0,0,3.4,1
305,2024-01,47,Sul,Basico,Indicacao,17,42.81,20.29,1,3,3.27,1
307,2024-01,30,Centro-Oeste,Premium,Organico,12,113.97,19.1,0,3,3.92,0
308,2024-01,29,Sudeste,Basico,Ads,11,40.48,15.16,2,3,3.36,0
310,2024-01,58,Nordeste,Plus,Organico,17,70.12,16.21,0,0,4.11,0
311,2024-01,43,Sudeste,Premium,Organico,3,123.77,33.05,0,9,3.89,0
312,2024-01,34,Centro-Oeste,Plus,Ads,12,68.23,20.4,1,6,3.53,0
313,2024-01,55,Nordeste,Basico,Indicacao,16,37.72,14.84,0,0,3.35,1
315,2024-01,61,Centro-Oeste,Basico,Parceria,16,39.27,6.4,0,1,3.54,0
316,2024-01,32,Centro-Oeste,Premium,Ads,21,124.77,22.36,1,2,3.27,0
319,2024-01,39,Nordeste,Basico,Ads,19,42.45,16.24,2,0,3.53,0
321,2024-01,23,Sul,Premium,Email,2,124.41,25.83,1,2,3.87,1
323,2024-01,44,Centro-Oeste,Basico,Ads,19,36.63,8.73,0,1,2.95,1
327,2024-01,50,Sudeste,Basico,Ads,9,37.93,12.93,1,4,2.8,0
330,2024-01,34,Nordeste,Basico,Ads,19,42.35,11.26,1,1,3.67,1
333,2024-01,38,Sudeste,Premium,Ads,12,117.43,26.88,0,5,3.68,0
334,2024-01,56,Sul,Plus,Organico,2,69.64,21.29,0,4,3.88,0
335,2024-01,43,Nordeste,Premium,Organico,8,128.59,34.53,0,6,4.11,0
336,2024-01,65,Sudeste,Plus,Organico,2,62.17,19.27,1,2,3.69,1
339,2024-01,55,Norte,Basico,Indicacao,15,38.83,19.69,0,3,3.54,0
341,2024-01,43,Nordeste,Basico,Organico,6,42.53,15.7,0,0,4.02,0
344,2024-01,45,Sudeste,Basico,Email,4,40.52,13.4,0,2,3.22,0
345,2024-01,26,Sudeste,Plus,Organico,5,73.56,19.14,1,0,3.85,0
346,2024-01,65,Sudeste,Basico,Indicacao,5,40.72,9.39,0,0,3.32,0
348,2024-01,51,Nordeste,Plus,Indicacao,8,65.32,19.97,0,1,3.88,0
349,2024-01,53,Sudeste,Premium,Ads,13,119.62,23.37,1,2,3.55,1
350,2024-01,46,Norte,Basico,Indicacao,9,35.31,7.45,0,0,3.12,0
351,2024-01,20,Sudeste,Basico,Organico,16,44.07,16.42,0,4,3.33,0
352,2024-01,36,Nordeste,Basico,Email,8,36.65,17.31,0,0,3.61,0
353,2024-01,41,Sudeste,Plus,Ads,20,67.83,21.69,0,3,3.93,0
354,2024-01,61,Sudeste,Plus,Indicacao,21,68.05,19.94,1,4,3.82,0
356,2024-01,41,Sudeste,Plus,Email,21,72.06,21.44,0,0,3.67,0
357,2024-01,34,Sudeste,Basico,Organico,1,41.45,11.28,0,4,3.71,1
360,2024-01,35,Sudeste,Basico,Organico,6,38.3,17.47,0,0,3.57,0
361,2024-01,21,Sul,Basico,Ads,16,41.76,17.06,0,3,3.65,0
365,2024-01,44,Sudeste,Premium,Indicacao,21,118.02,25.35,0,0,3.81,0
366,2024-01,18,Centro-Oeste,Basico,Parceria,23,39.23,12.27,0,0,2.99,0
367,2024-01,32,Sudeste,Basico,Email,11,41.73,20.25,1,1,3.63,0
368,2024-01,39,Sudeste,Plus,Organico,18,72.16,14.95,2,1,3.05,0
370,2024-01,48,Sul,Premium,Parceria,16,115.43,22.6,0,3,3.78,0
371,2024-01,60,Sudeste,Plus,Ads,13,70.8,14.6,0,0,3.62,0
374,2024-01,38,Nordeste,Basico,Email,15,40.63,13.46,0,0,3.06,0
375,2024-01,60,Nordeste,Basico,Email,8,39.88,9.74,4,3,3.17,0
376,2024-01,64,Nordeste,Plus,Parceria,3,69.59,20.1,1,0,3.36,0
381,2024-01,65,Sudeste,Premium,Ads,23,107.48,21.8,0,4,3.97,0
382,2024-01,31,Sul,Basico,Indicacao,15,39.28,4.54,2,1,3.22,0
383,2024-01,34,Sudeste,Basico,Ads,1,36.91,15.25,1,5,3.46,0
384,2024-01,61,Sudeste,Plus,Indicacao,22,63.42,19.14,1,2,3.38,0
385,2024-01,36,Centro-Oeste,Premium,Ads,10,120.37,25.12,1,5,3.6,0
386,2024-01,29,Sul,Basico,Ads,18,42.45,8.68,0,2,3.53,0
388,2024-01,33,Sul,Basico,Organico,22,44.39,16.89,3,0,3.22,0
389,2024-01,60,Nordeste,Basico,Parceria,18,40.14,11.8,1,2,3.3,0
390,2024-01,61,Sul,Plus,Ads,16,74.54,17.48,1,1,3.45,0
391,2024-01,32,Sudeste,Basico,Organico,18,41.59,21.81,1,0,3.7,0
392,2024-01,43,Nordeste,Plus,Indicacao,1,68.94,21.53,1,0,3.09,0
393,2024-01,65,Sudeste,Plus,Ads,9,78.56,24.67,1,4,3.06,0
395,2024-01,28,Norte,Basico,Ads,14,42.52,15.32,0,3,2.82,0
396,2024-01,46,Sudeste,Basico,Organico,2,42.62,12.2,1,4,3.68,0
400,2024-01,32,Sudeste,Premium,Organico,16,127.68,28.26,0,3,3.88,0
401,2024-01,59,Nordeste,Basico,Ads,3,37.61,10.91,0,4,3.39,0
409,2024-01,18,Nordeste,Basico,Parceria,19,42.48,12.1,1,4,3.47,0
410,2024-01,31,Sul,Plus,Parceria,10,70.58,26.02,0,3,4.08,0
411,2024-01,20,Sudeste,Basico,Organico,20,41.12,6.93,0,4,3.44,0
412,2024-01,44,Sudeste,Plus,Organico,21,71.77,18.99,0,3,3.44,1
413,2024-01,30,Norte,Plus,Email,5,68.59,11.16,0,5,3.53,0
414,2024-01,56,Sul,Basico,Ads,15,36.21,12.4,0,1,3.98,0
415,2024-01,46,Norte,Basico,Organico,7,41.03,6.41,1,3,2.79,0
416,2024-01,55,Nordeste,Premium,Organico,6,122.43,23.67,0,2,3.6,0
420,2024-01,40,Sul,Basico,Email,9,42.41,9.12,0,0,3.02,0
421,2024-01,63,Sudeste,Basico,Ads,11,35.82,16.83,0,1,3.8,0
423,2024-01,46,Norte,Basico,Ads,19,37.92,16.37,1,1,3.92,0
424,2024-01,50,Norte,Plus,Ads,2,72.91,12.76,0,4,3.71,1
425,2024-01,30,Sudeste,Basico,Organico,7,40.77,12.09,0,0,3.64,0
426,2024-01,57,Sudeste,Plus,Organico,17,72.24,13.0,0,6,3.48,0
428,2024-01,61,Sul,Basico,Indicacao,11,40.64,21.81,0,2,3.5,0
429,2024-01,30,Norte,Basico,Organico,17,39.78,19.08,0,2,3.58,0
431,2024-01,40,Sul,Plus,Indicacao,17,68.11,16.45,0,5,3.91,0
433,2024-01,26,Sudeste,Basico,Indicacao,18,36.57,19.64,0,3,3.13,1
434,2024-01,44,Sudeste,Basico,Parceria,6,41.78,12.18,0,0,3.32,1
436,2024-01,22,Nordeste,Plus,Organico,15,62.13,22.78,0,0,3.98,0
440,2024-01,63,Sudeste,Plus,Organico,17,71.28,16.2,1,2,4.11,0
444,2024-01,38,Nordeste,Premium,Organico,17,113.24,30.54,0,4,4.43,0
446,2024-01,19,Sudeste,Basico,Email,20,39.6,12.43,1,4,3.34,0
447,2024-01,63,Sul,Basico,Organico,0,36.18,19.49,2,0,3.79,0
448,2024-01,64,Sudeste,Plus,Email,4,75.63,18.47,1,4,3.66,0
449,2024-01,53,Norte,Basico,Organico,2,40.73,11.07,0,0,3.49,0
450,2024-01,22,Sudeste,Plus,Email,3,71.59,16.25,0,2,3.05,0
451,2024-01,32,Norte,Plus,Email,23,65.28,11.58,0,3,3.66,0
452,2024-01,19,Sul,Plus,Organico,3,61.79,12.06,0,0,3.73,0
454,2024-01,29,Nordeste,Plus,Email,6,70.23,15.51,0,2,3.43,0
455,2024-01,45,Norte,Basico,Email,13,40.54,7.32,1,4,3.34,0
457,2024-01,65,Sul,Plus,Ads,20,61.77,13.25,2,2,2.73,0
458,2024-01,39,Sudeste,Basico,Organico,4,39.78,8.23,1,3,3.04,1
459,2024-01,30,Sudeste,Basico,Parceria,3,41.33,11.54,1,3,3.17,1
460,2024-01,42,Sudeste,Basico,Indicacao,4,38.03,8.37,0,2,3.53,0
462,2024-01,33,Nordeste,Plus,Ads,7,70.09,21.55,1,2,4.03,0
464,2024-01,20,Nordeste,Basico,Organico,22,41.41,14.59,0,0,3.87,0
466,2024-01,23,Sudeste,Basico,Organico,0,39.0,12.32,0,1,4.04,0
467,2024-01,48,Sudeste,Basico,Indicacao,14,38.77,5.7,1,3,4.04,0
468,2024-01,36,Sul,Plus,Parceria,15,62.91,22.95,0,4,3.68,0
472,2024-01,51,Sudeste,Basico,Email,22,39.47,16.73,0,0,3.62,0
475,2024-01,64,Nordeste,Basico,Organico,24,40.85,5.4,0,3,3.4,0
476,2024-01,32,Nordeste,Premium,Organico,5,119.43,29.56,0,4,4.29,0
477,2024-01,41,Sudeste,Basico,Ads,4,38.85,6.19,0,3,3.66,0
479,2024-01,29,Sudeste,Premium,Indicacao,13,113.38,26.85,0,0,4.11,0
480,2024-01,37,Centro-Oeste,Basico,Organico,5,37.64,18.38,0,0,3.59,1
482,2024-01,18,Nordeste,Plus,Ads,22,77.37,17.1,0,5,3.47,0
490,2024-01,42,Sudeste,Basico,Organico,7,36.36,11.65,3,1,2.57,0
491,2024-01,31,Sudeste,Premium,Organico,5,122.07,28.72,0,1,4.06,0
493,2024-01,19,Sudeste,Basico,Ads,16,40.87,14.16,1,1,3.76,0
497,2024-01,44,Sudeste,Plus,Organico,12,69.64,19.55,1,4,3.89,0
498,2024-01,55,Sudeste,Basico,Ads,10,39.4,11.12,0,3,3.52,0
499,2024-01,40,Centro-Oeste,Premium,Parceria,6,111.81,20.01,0,2,3.45,0
2,2024-02,53,Sudeste,Basico,Email,21,41.28,12.64,1,0,3.31,1
4,2024-02,60,Sudeste,Basico,Ads,21,44.33,13.65,0,1,4.53,0
5,2024-02,24,Norte,Plus,Parceria,23,66.5,22.04,0,0,3.73,0
6,2024-02,62,Sul,Basico,Ads,21,35.42,8.09,1,2,2.74,0
7,2024-02,58,Sudeste,Basico,Indicacao,6,37.07,19.75,0,0,3.9,0
9,2024-02,53,Nordeste,Basico,Organico,8,40.65,15.01,0,0,3.44,0
10,2024-02,42,Sudeste,Basico,Indicacao,20,36.84,15.01,0,2,3.14,1
11,2024-02,30,Centro-Oeste,Plus,Organico,17,67.85,25.35,0,4,3.59,0
15,2024-02,42,Sudeste,Premium,Parceria,21,112.84,23.4,0,1,3.44,0
18,2024-02,41,Norte,Basico,Email,3,34.3,7.43,0,0,2.9,0
19,2024-02,19,Sudeste,Basico,Organico,19,38.38,14.58,0,3,3.03,1
21,2024-02,20,Sudeste,Basico,Organico,7,36.03,23.43,0,0,3.5,0
22,2024-02,21,Centro-Oeste,Plus,Ads,24,75.57,30.34,0,0,3.32,0
23,2024-02,59,Sul,Plus,Parceria,17,68.57,16.09,0,3,3.71,1
24,2024-02,58,Sul,Plus,Indicacao,9,65.28,21.54,0,4,4.01,0
25,2024-02,57,Sudeste,Basico,Indicacao,23,36.47,9.98,0,3,3.55,0
26,2024-02,20,Nordeste,Premium,Organico,12,122.75,25.66,0,4,3.88,0
27,2024-02,21,Sudeste,Plus,Ads,6,70.38,16.99,0,2,3.88,0
29,2024-02,45,Nordeste,Plus,Organico,22,69.69,25.21,0,2,3.89,0
30,2024-02,34,Sudeste,Premium,Organico,1,137.05,23.76,0,3,3.1,0
34,2024-02,33,Centro-Oeste,Plus,Indicacao,18,74.02,16.25,0,5,4.04,0
37,2024-02,61,Nordeste,Plus,Parceria,12,67.99,17.64,2,1,2.88,1
38,2024-02,18,Sudeste,Basico,Indicacao,5,40.43,13.36,1,2,3.41,0
39,2024-02,38,Nordeste,Plus,Parceria,3,73.02,21.67,0,1,3.66,0
